id,surprisal,entropy,deviation,tokens
187,"[4.05731678 9.54859447 2.55304027 7.17421055 3.03265524 9.01306248
 6.53208733 4.14631367 6.58298159 0.55201662 4.87617159 2.0579617
 3.6430378 ]","[6.76311779 4.73105574 5.2355566  5.21456242 4.22584391 6.62485981
 5.59323406 5.31213474 5.89889908 2.58668756 3.7239399  4.97292709
 3.40383196]","[-2.70580101  4.81753874 -2.68251634  1.95964813 -1.19318867  2.38820267
  0.93885326 -1.16582108  0.68408251 -2.03467083  1.15223169 -2.91496539
  0.23920584]","['I' 'mostly' 'just' 'pick' 'a' 'dry' 'white' 'and' 'drink' 'it' 'to'
 'get' 'drunk']"
188,"[ 8.70088291 10.9209919   5.4220295   3.24053431  0.2790021   2.64388704
  6.93383503  0.82564932  1.95450068  1.9706043   2.48485494  2.84311795
  0.80170798]","[6.76311779 6.4681282  4.57709646 3.1484766  1.79247212 5.17432499
 3.21466303 1.34980357 4.71784592 2.59022856 2.98100495 2.64720726
 1.96614408]","[ 1.93776512  4.45286369  0.84493303  0.0920577  -1.51347005 -2.53043795
  3.719172   -0.52415425 -2.76334524 -0.61962426 -0.49615002  0.19591069
 -1.1644361 ]","['Andy' 'felt' 'good' 'when' 'he' 'got' 'ready' 'to' 'go' 'out' 'on'
 'Saturday' 'night']"
189,"[ 9.37131405 11.52792168  1.10502601  0.46148115  0.24725951  1.62757874
  3.84633946  6.05273962  1.92986381  1.95854998  3.79239702  1.01196241
  2.85911584]","[6.76311779 6.43663883 3.44884276 2.58223724 1.81383836 2.44571018
 5.35886765 2.10643291 4.27757692 2.44355392 3.96526432 2.72183752
 2.50128508]","[ 2.60819626  5.09128284 -2.34381676 -2.12075615 -1.56657887 -0.81813145
 -1.51252818  3.94630671 -2.34771299 -0.48500395 -0.1728673  -1.70987511
  0.35783076]","['Billy' 'knocked' 'on' 'the' 'door' 'and' 'waited' 'till' 'he' 'was'
 'told' 'to' 'enter']"
190,"[ 8.06621075 10.31941986  2.43087578  0.74329263  6.3433466   0.75134093
  0.56510246  5.82140684  1.81108761  5.49256849  4.68980503  2.00721788
  7.51904106]","[6.76311779 6.57766724 3.01180601 1.52123356 4.56311321 1.42568755
 2.31759572 7.67146492 3.01460385 4.77707672 3.01652241 1.25401402
 5.03075171]","[ 1.30309296  3.74175262 -0.58093023 -0.77794093  1.78023338 -0.67434663
 -1.75249326 -1.85005808 -1.20351624  0.71549177  1.67328262  0.75320387
  2.48828936]","['Bob' 'sat' 'at' 'the' 'entrance' 'to' 'the' 'warehouse' 'and' 'made'
 'up' 'a' 'cigarette']"
191,"[ 8.63203812 10.25635052  1.07004333  4.36636496  3.96692944  2.45153642
  0.82960343  2.01161909  3.22209287  0.5731613   2.83833432  1.78067136
  2.37980032]","[6.76311779 6.88020468 2.73720789 1.20312285 2.38670254 5.29157114
 3.31959939 2.45903373 5.46845341 3.01039028 5.18117619 2.26864624
 4.58906364]","[ 1.86892033  3.37614584 -1.66716456  3.1632421   1.5802269  -2.84003472
 -2.48999596 -0.44741464 -2.24636054 -2.43722892 -2.34284186 -0.48797488
 -2.20926332]","['Brian' 'sat' 'down' 'at' 'an' 'empty' 'table' 'and' 'began' 'to' 'eat'
 'his' 'breakfast']"
192,"[5.65952206 6.08710003 0.09360633 5.82323074 5.0466423  1.62253702
 7.74235392 8.8173542  6.34892273 2.92883635 1.58969069 6.09175682
 0.19954519]","[6.76311779 3.25805402 0.66928136 1.2521379  6.11669922 3.73507333
 5.01721859 2.43510556 2.94895744 5.93266392 1.84094691 5.49538326
 1.01486146]","[-1.10359573  2.82904601 -0.57567501  4.57109261 -1.07005692 -2.11253643
  2.72513533  6.38224888  3.39996529 -3.00382757 -0.25125623  0.59637356
 -0.81531626]","['One' 'by' 'one' 'she' 'placed' 'her' 'teeth' 'about' 'their' 'necks'
 'and' 'killed' 'them']"
193,"[ 2.68723798 13.18667984  8.85254288  3.13880253  0.77737999  0.13129769
  1.97233438  1.14236522  2.82291317  2.1868341   3.52165174  2.74829626
  6.928195  ]","[6.76311779 8.41159058 4.13261318 4.72724771 1.99832165 0.46383971
 1.86791241 4.54874182 5.2649765  2.76296139 2.94301748 1.98672938
 2.1261487 ]","[-4.07588005  4.77508926  4.7199297  -1.58844519 -1.22094166 -0.332542
  0.10442197 -3.4063766  -2.44206333 -0.57612729  0.57863426  0.76156688
  4.8020463 ]","['The' 'shout' 'caught' 'him' 'off' 'guard' 'and' 'he' 'fell' 'back' 'a'
 'little' 'way']"
194,"[ 6.22000313  7.93854761  1.44809318  2.61668968  1.08134222  1.36764061
  6.53253365  4.53941441  7.02711916  5.475739   10.31256294  7.30788136
  0.26194903  0.02776846]","[6.76311779 5.22920847 2.81978607 4.05058384 4.24418354 2.65631819
 5.4143734  4.06372118 1.02394795 2.98672247 2.45557642 6.55550241
 1.38909757 0.20054325]","[-0.54311466  2.70933914 -1.3716929  -1.43389416 -3.16284132 -1.28867757
  1.11816025  0.47569323  6.00317097  2.48901653  7.85698652  0.75237894
 -1.12714851 -0.17277479]","['He' 'rose' 'from' 'his' 'seat' 'and' 'stopped' 'mid' 'way' 'when' 'Joe'
 'glared' 'at' 'him']"
195,"[6.22000313 7.1049571  6.58261871 3.16588473 5.9470706  1.29333496
 0.75587171 3.62033343 1.05597615 5.46031094 1.65810192 7.51015997
 5.33526421 0.3856554 ]","[6.76311779 5.22920847 3.53288317 6.90305805 2.80412841 2.76556826
 1.45220935 4.10932112 2.21602201 5.61916065 2.64876771 3.53867054
 2.70379138 1.4754051 ]","[-0.54311466  1.87574863  3.04973555 -3.73717332  3.14294219 -1.4722333
 -0.69633764 -0.48898768 -1.16004586 -0.15884972 -0.99066579  3.97148943
  2.63147283 -1.08974969]","['He' 'sat' 'his' 'son' 'up' 'on' 'the' 'table' 'and' 'laid' 'his' 'belt'
 'beside' 'him']"
196,"[4.92168617 3.92215466 3.04500985 4.43962955 5.37130737 1.3424356
 0.65724266 6.49733675 6.72294426 0.62254983 0.09581021 0.29957703
 1.97210503 1.90229392]","[6.76311779 2.2827754  4.30724192 4.00519562 2.72750521 3.186831
 2.3933146  0.20481262 4.57772493 1.56312144 0.43497813 1.37655556
 2.94874001 3.57812238]","[-1.84143162  1.63937926 -1.26223207  0.43443394  2.64380217 -1.8443954
 -1.73607194  4.76121616  2.14521933 -0.94057161 -0.33916792 -1.07697856
 -0.97663498 -1.67582846]","['If' 'I' 'have' 'time' 'at' 'the' 'end' ""I'll"" 'fill' 'you' 'in' 'on'
 'what' 'happened']"
197,"[ 9.43255043 13.75083733  0.99718118  0.77284205  1.69667315  4.02541876
  2.44170427  0.30468825  5.75379276  2.12013912  0.43016773  0.04209384
  1.43413711  4.36573982]","[6.76311779 6.34088802 3.07082677 3.29118872 2.79184628 5.43859577
 1.90753829 1.01214576 4.46408081 3.18537402 1.13115668 0.25451857
 2.32404685 6.35237694]","[ 2.66943264  7.4099493  -2.07364559 -2.51834679 -1.09517312 -1.41317701
  0.53416598 -0.70745754  1.28971195 -1.0652349  -0.70098895 -0.21242473
 -0.88990974 -1.98663712]","['Henry' 'washed' 'his' 'hands' 'and' 'sat' 'on' 'the' 'seat' 'in' 'front'
 'of' 'the' 'stove']"
198,"[2.68723798 7.05813932 2.52007103 7.57295799 2.43606925 0.21962729
 1.16914654 4.17539167 0.86631203 6.4858098  0.24907713 0.89797854
 3.97625923 7.53163862]","[6.76311779 8.41159058 4.89090729 3.21561193 4.50461483 1.04447734
 1.08214664 1.80162036 2.46926498 5.23561573 1.41335797 2.83286285
 6.12083817 4.66508865]","[-4.07588005 -1.35345125 -2.37083626  4.35734606 -2.06854558 -0.82485008
  0.08699989  2.37377119 -1.60295296  1.25019407 -1.16428089 -1.93488431
 -2.14457893  2.86654997]","['The' 'police' 'officer' 'got' 'out' 'of' 'the' 'van' 'and' 'picked' 'up'
 'the' 'two' 'cans']"
199,"[ 2.68723798 10.12787151  7.01924658  1.2739625   3.28700924  4.86694002
  0.44360185  2.03753948  1.75716448  1.49420083  5.60897541  3.52070689
  1.71638465  0.05930184]","[6.76311779 8.41159058 3.25545382 3.43218231 4.60437012 4.73382473
 2.41394329 5.78263283 2.09142995 3.71707797 5.58034801 1.68350005
 2.0611794  0.54201925]","[-4.07588005  1.71628094  3.76379275 -2.15821981 -1.31736088  0.13311529
 -1.97034144 -3.74509335 -0.33426547 -2.22287703  0.0286274   1.83720684
 -0.34479475 -0.48271739]","['The' 'speaker' 'turned' 'to' 'her' 'with' 'a' 'smile' 'and' 'a' 'bow'
 'of' 'his' 'head']"
200,"[6.77447891 2.16661024 5.41235018 3.60133553 7.3435216  0.23948357
 2.43696928 4.88250637 2.13796282 0.32659644 0.69376463 0.94591868
 1.55401206 3.66344023]","[6.76311779 4.54126167 4.40841818 4.051507   3.95423245 1.34771276
 2.45802498 5.5462122  3.78650546 2.24741602 1.55507374 1.87193096
 4.04287434 4.17566347]","[ 0.01136112 -2.37465143  1.003932   -0.45017147  3.38928914 -1.10822916
 -0.0210557  -0.66370583 -1.64854264 -1.92081952 -0.86130911 -0.92601228
 -2.48886228 -0.51222324]","['They' 'say' 'he' 'can' 'breathe' 'fire' 'and' 'kill' 'a' 'man' 'with'
 'a' 'single' 'word']"
201,"[6.22000313 5.83343172 2.90453148 1.39260793 3.1972518  4.17120504
 2.58181763 0.61605841 1.89784455 2.93585229 4.86239672 8.71554184
 0.27533066 2.50592113 2.18929768]","[6.76311779 5.22920847 3.41508365 3.50882721 5.63916159 5.98501587
 3.3844595  2.88561654 3.37613177 3.67238998 4.74985504 3.74217606
 1.39045036 2.43457222 3.94469142]","[-0.54311466  0.60422325 -0.51055217 -2.11621928 -2.44190979 -1.81381083
 -0.80264187 -2.26955819 -1.47828722 -0.73653769  0.11254168  4.97336578
 -1.1151197   0.07134891 -1.75539374]","['He' 'came' 'back' 'to' 'his' 'senses' 'when' 'he' 'heard' 'his' 'dad'
 'stand' 'up' 'to' 'him']"
202,"[ 6.22000313  2.38461351  5.50662231  6.41644192  2.64463854  4.4473362
  3.67123389 10.55122566  2.40618896  1.62622762  1.60058773  1.07860196
  1.69947243  0.01091533  0.52492547]","[6.76311779 5.22920847 5.73384571 5.39123821 3.45201898 4.11347103
 2.32776451 5.25071859 3.22686219 2.3229723  2.61908078 2.68823338
 4.46536541 0.09399754 1.15516412]","[-0.54311466 -2.84459496 -0.2272234   1.0252037  -0.80738044  0.33386517
  1.34346938  5.30050707 -0.82067323 -0.69674468 -1.01849306 -1.60963142
 -2.76589298 -0.08308221 -0.63023865]","['He' 'was' 'already' 'up' 'and' 'dressed' 'and' 'invited' 'us' 'in' 'for'
 'a' 'cup' 'of' 'tea']"
203,"[ 4.05731678  4.02060509 10.27935791 14.63029289  1.06986094  4.31097603
  1.38895464  0.03684134  2.87022638  2.43034482  0.91987264  2.36530924
  0.17051321  0.37007171  1.25483704]","[6.76311779 4.73105574 3.70763874 5.96452045 4.25149918 1.36094689
 4.16188574 0.2923125  4.24093723 4.6825223  3.81578946 5.14390373
 0.63963592 1.64180756 5.15412235]","[-2.70580101 -0.71045065  6.57171917  8.66577244 -3.18163824  2.95002913
 -2.7729311  -0.25547117 -1.37071085 -2.25217748 -2.89591694 -2.77859449
 -0.46912271 -1.27173591 -3.89928532]","['I' 'know' 'Richard' 'drinks' 'a' 'little' 'too' 'much' 'and' 'has' 'a'
 'bit' 'of' 'a' 'temper']"
204,"[4.92168617 4.60068703 2.76325345 0.86121929 2.06545401 5.95974255
 0.05950112 0.23635526 2.31153607 5.18849468 0.79688823 0.30349228
 1.28445578 3.5168047  6.19415426]","[6.76311779 2.2827754  4.56297874 3.56688786 6.09553432 2.40151548
 0.33514965 1.30019426 5.42671585 1.25162113 3.24172258 1.55661285
 3.74635482 6.22514248 3.82084227]","[-1.84143162  2.31791162 -1.79972529 -2.70566845 -4.03008032  3.55822706
 -0.27564853 -1.06383896 -3.11517978  3.93687344 -2.44483423 -1.25312054
 -2.46189904 -2.70833778  2.373312  ]","['If' 'this' 'were' 'a' 'movie' 'instead' 'of' 'a' 'book' 'this' 'would'
 'be' 'a' 'good' 'bit']"
205,"[7.45331573 6.44180918 5.14822102 3.54588056 1.44245505 8.43969154
 0.30809599 3.70550776 0.01467928 2.82565522 2.15965462 1.34550214
 0.15350486 1.97167814 3.7147181 ]","[6.76311779 6.66700315 5.56900978 4.80397034 4.3556509  6.41489792
 1.85762548 3.13894701 0.14043503 2.54729724 4.15886545 2.71909952
 0.83505034 2.97466445 1.55656552]","[ 0.69019794 -0.22519398 -0.42078876 -1.25808978 -2.91319585  2.02479362
 -1.54952955  0.56656075 -0.12575574  0.27835798 -1.99921083 -1.37359738
 -0.6815455  -1.00298631  2.15815258]","['James' 'was' 'only' 'in' 'the' 'cell' 'for' 'an' 'hour' 'but' 'it'
 'felt' 'like' 'a' 'week']"
