id,surprisal,entropy,deviation,tokens
187,"[4.00246048 9.38221455 3.44746518 7.44644642 3.99478364 9.25415802
 5.86802101 2.62519574 8.59432983 0.97926253 4.5170145  3.32462549
 3.13101459]","[6.00220966 4.9394846  5.76319122 5.39579916 4.41967344 6.48922014
 6.64458752 6.01087666 5.8106041  3.62194681 3.85571289 5.676404
 4.60396719]","[-1.99974918  4.44272995 -2.31572604  2.05064726 -0.4248898   2.76493788
 -0.77656651 -3.38568091  2.78372574 -2.64268422  0.66130161 -2.35177851
 -1.4729526 ]","['I' 'mostly' 'just' 'pick' 'a' 'dry' 'white' 'and' 'drink' 'it' 'to'
 'get' 'drunk']"
188,"[9.72071838 9.68999481 5.6490097  4.17967701 0.46253058 2.27027035
 6.40947533 0.87095928 1.57546282 2.34105492 2.5586257  4.3367238
 1.79092479]","[6.00220966 6.73928881 5.08259487 3.10764599 2.75996232 4.86311626
 3.30685925 1.8403455  4.54921341 2.85102558 3.11411428 3.06917763
 2.47219586]","[ 3.71850872  2.95070601  0.56641483  1.07203102 -2.29743171 -2.59284592
  3.10261607 -0.96938622 -2.97375059 -0.50997066 -0.55548859  1.26754618
 -0.68127108]","['Andy' 'felt' 'good' 'when' 'he' 'got' 'ready' 'to' 'go' 'out' 'on'
 'Saturday' 'night']"
189,"[10.21822357 11.63629627  0.94741976  0.62190312  0.29784945  1.97300112
  5.1939373   4.47556591  1.62530899  1.67061806  5.54030323  1.61330736
  4.43800545]","[6.00220966 6.65425777 3.32363868 3.2675159  2.21813869 3.05099583
 5.71597195 2.87794065 4.33975744 2.71024847 4.28716946 3.26531196
 3.29880285]","[ 4.21601391  4.9820385  -2.3762188  -2.64561272 -1.92028928 -1.0779947
 -0.52203465  1.59762526 -2.71444845 -1.03963041  1.25313377 -1.6520046
  1.13920259]","['Billy' 'knocked' 'on' 'the' 'door' 'and' 'waited' 'till' 'he' 'was'
 'told' 'to' 'enter']"
190,"[ 8.66007614 10.81883621  2.74889565  0.95815855  6.0892334   1.09149253
  0.5749101   5.59327698  2.05793619  5.5697403   5.50767231  3.32252717
  7.46909237]","[6.00220966 6.68085718 2.95749521 1.78341508 4.67706156 1.85946643
 2.74787092 7.55472565 3.6967895  5.13841534 2.64603901 0.72183037
 5.83793068]","[ 2.65786648  4.13797903 -0.20859957 -0.82525653  1.41217184 -0.7679739
 -2.17296076 -1.96144867 -1.63885331  0.43132496  2.8616333   2.6006968
  1.63116169]","['Bob' 'sat' 'at' 'the' 'entrance' 'to' 'the' 'warehouse' 'and' 'made'
 'up' 'a' 'cigarette']"
191,"[9.17198563 9.4792757  1.08524728 2.45287156 4.41091633 2.5524404
 0.93514436 1.9143635  2.54712486 1.01717567 3.5124712  1.28081179
 2.57308149]","[6.00220966 7.1732316  2.99114895 2.50127316 2.06988621 5.21293354
 3.99568844 3.02971816 5.29373789 4.04981852 5.10648441 2.79693747
 4.90346718]","[ 3.16977596  2.3060441  -1.90590167 -0.04840159  2.34103012 -2.66049314
 -3.06054401 -1.11535466 -2.74661303 -3.03264284 -1.59401321 -1.51612568
 -2.33038568]","['Brian' 'sat' 'down' 'at' 'an' 'empty' 'table' 'and' 'began' 'to' 'eat'
 'his' 'breakfast']"
192,"[5.21631241 6.04500246 0.04175765 4.86526394 6.49114037 0.71329218
 8.30987358 7.61982346 5.4770112  2.18840694 1.71951199 7.85303116
 0.67816412]","[6.00220966 4.10317373 0.33291066 1.78959978 6.00866365 2.76062965
 4.74771881 2.98671436 3.88385439 6.1918354  2.06036735 6.490201
 2.67473936]","[-0.78589725  1.94182873 -0.29115301  3.07566404  0.48247671 -2.04733753
  3.56215477  4.63310909  1.59315681 -4.00342846 -0.34085536  1.36283016
 -1.99657524]","['One' 'by' 'one' 'she' 'placed' 'her' 'teeth' 'about' 'their' 'necks'
 'and' 'killed' 'them']"
193,"[ 2.12143683 12.30304623  8.91564465  3.80514145  0.75801641  0.07172171
  2.4183836   0.95112914  4.14926386  2.23215437  2.7997129   1.65413153
  8.20970058]","[6.00220966 8.55645847 4.47689104 5.06262255 2.15816355 0.33688986
 1.7346406  4.50260067 5.29212904 3.11737919 3.53506756 2.31335449
 2.51002312]","[-3.88077283  3.74658775  4.4387536  -1.2574811  -1.4001472  -0.26516816
  0.683743   -3.55147147 -1.14286518 -0.88522482 -0.73535466 -0.65922296
  5.69967747]","['The' 'shout' 'caught' 'him' 'off' 'guard' 'and' 'he' 'fell' 'back' 'a'
 'little' 'way']"
194,"[5.44237137 7.54264164 1.56466603 2.285079   1.59076238 1.4657383
 6.26031303 4.26097012 6.94003344 4.03336906 8.49912262 6.84996557
 0.33276817 0.07140587]","[6.00220966 5.34631538 2.87033653 4.21738052 5.25938606 2.71840572
 5.61570978 4.63579798 1.42654514 2.76354575 4.11919928 7.19900274
 1.64620876 0.54433882]","[-0.55983829  2.19632626 -1.3056705  -1.93230152 -3.66862369 -1.25266743
  0.64460325 -0.37482786  5.51348829  1.26982331  4.37992334 -0.34903717
 -1.31344056 -0.47293293]","['He' 'rose' 'from' 'his' 'seat' 'and' 'stopped' 'mid' 'way' 'when' 'Joe'
 'glared' 'at' 'him']"
195,"[5.44237137 6.45224094 6.2223978  3.81994867 4.29970694 1.58994591
 0.7055195  4.25621462 1.30135989 4.75355482 1.42953014 8.72039127
 5.71674824 0.37298208]","[6.00220966 5.34631538 3.66113424 6.88633442 3.56368542 2.94889164
 1.66573775 4.10686731 2.5482626  5.45297813 2.77376747 4.2944541
 3.04340219 1.24560106]","[-0.55983829  1.10592556  2.56126356 -3.06638575  0.73602152 -1.35894573
 -0.96021825  0.14934731 -1.2469027  -0.69942331 -1.34423733  4.42593718
  2.67334604 -0.87261897]","['He' 'sat' 'his' 'son' 'up' 'on' 'the' 'table' 'and' 'laid' 'his' 'belt'
 'beside' 'him']"
196,"[4.64992952 4.05035257 3.38534284 4.95487356 4.91990471 1.46590459
 1.26549423 6.57067156 6.66737843 1.64667153 0.20247054 0.54021549
 1.60833883 2.61263776]","[6.00220728 3.10013056 4.65171337 4.31013012 2.61098003 2.66378522
 3.8382535  0.26685455 4.58608103 2.43967772 1.01102591 1.99711168
 3.55431771 4.6568594 ]","[-1.35227776  0.95022202 -1.26637053  0.64474344  2.30892467 -1.19788063
 -2.57275915  5.20074415  2.0812974  -0.79300618 -0.80855536 -1.45689619
 -1.94597888 -2.04422164]","['If' 'I' 'have' 'time' 'at' 'the' 'end' ""I'll"" 'fill' 'you' 'in' 'on'
 'what' 'happened']"
197,"[ 9.70815277 15.41396332  0.85524797  0.63152945  2.00886583  4.80982018
  2.18744183  0.25461954  5.997787    2.74865818  0.80106568  0.04322998
  1.24911451  3.953403  ]","[6.00220966 6.36651897 2.7849896  2.88763142 3.01842141 5.7457571
 2.51147079 0.95043671 4.65288544 3.40878558 1.75310683 0.26046845
 2.62061977 6.01638937]","[ 3.70594311  9.04744434 -1.92974162 -2.25610209 -1.00955558 -0.93593693
 -0.32402897 -0.69581717  1.34490156 -0.6601274  -0.95204115 -0.21723847
 -1.37150526 -2.06298637]","['Henry' 'washed' 'his' 'hands' 'and' 'sat' 'on' 'the' 'seat' 'in' 'front'
 'of' 'the' 'stove']"
198,"[2.12143683 6.97563839 2.55080771 6.86484575 2.02033567 0.18863146
 1.57687068 3.70446992 0.85409176 5.9693203  0.20605007 0.98817241
 4.30616188 7.38560581]","[6.00220966 8.55645847 5.21878958 4.05807304 4.5235033  0.92761475
 1.09206724 2.17134547 2.83045244 5.27672482 1.3301239  3.83367014
 6.3336916  5.01754665]","[-3.88077283 -1.58082008 -2.66798186  2.80677271 -2.50316763 -0.73898327
  0.48480344  1.53312445 -1.97636068  0.69259548 -1.12407386 -2.84549761
 -2.02752972  2.36805916]","['The' 'police' 'officer' 'got' 'out' 'of' 'the' 'van' 'and' 'picked' 'up'
 'the' 'two' 'cans']"
199,"[2.12143683 9.52758312 7.25208282 1.71317506 2.9750464  5.39340591
 0.82358253 2.67143345 1.73262727 2.76447678 5.72952127 2.36031961
 1.55110455 0.31977016]","[6.00220966 8.55645847 4.33964777 4.59839916 5.13795567 5.91840458
 3.89655423 6.01873875 2.37643695 4.54597712 6.0004673  2.24674034
 4.29566669 2.0093379 ]","[-3.88077283  0.97112465  2.91243505 -2.8852241  -2.16290927 -0.52499866
 -3.07297182 -3.3473053  -0.64380968 -1.78150034 -0.27094603  0.11357927
 -2.74456215 -1.6895678 ]","['The' 'speaker' 'turned' 'to' 'her' 'with' 'a' 'smile' 'and' 'a' 'bow'
 'of' 'his' 'head']"
200,"[6.16350937 2.50778747 5.08921146 3.86920595 6.61944199 0.74357015
 2.46461296 4.35591698 3.16021681 1.34153712 1.30567777 0.90937382
 1.51596558 1.84841835]","[6.00220966 4.82969332 5.14903879 4.49739075 4.33549643 3.43110609
 2.62371683 5.86615181 4.95339966 4.65069866 2.72513556 2.20649099
 5.5597353  4.3969841 ]","[ 0.16129971 -2.32190585 -0.05982733 -0.6281848   2.28394556 -2.687536
 -0.15910387 -1.51023483 -1.79318285 -3.30916166 -1.41945779 -1.29711723
 -4.04376984 -2.54856586]","['They' 'say' 'he' 'can' 'breathe' 'fire' 'and' 'kill' 'a' 'man' 'with'
 'a' 'single' 'word']"
201,"[5.44237185 5.56709099 2.79323196 1.39859176 3.19453621 4.60860825
 3.233459   0.96622431 2.16132879 2.48155022 4.88593674 7.32794666
 0.5800128  1.90479946 1.33307981]","[6.00220728 5.34631348 3.46025133 3.61567783 6.20115185 5.99666595
 3.23957372 4.36095953 3.82059073 4.31025982 5.48780537 4.72187328
 2.33112383 2.54181862 4.70511341]","[-0.55983543  0.22077751 -0.66701937 -2.21708608 -3.00661564 -1.38805771
 -0.00611472 -3.39473534 -1.65926194 -1.8287096  -0.60186863  2.60607338
 -1.75111103 -0.63701916 -3.3720336 ]","['He' 'came' 'back' 'to' 'his' 'senses' 'when' 'he' 'heard' 'his' 'dad'
 'stand' 'up' 'to' 'him']"
202,"[5.44237185 2.39752364 5.64466763 6.11047935 2.59660602 5.20413494
 3.68180656 8.457057   2.69643974 3.00776052 1.64147449 1.16412342
 4.02205467 0.03159887 0.57074749]","[6.00220728 5.34631348 6.39564848 6.40275288 3.31491518 4.33007431
 2.76287746 5.40657854 3.57287621 2.28132129 2.53055644 2.61605358
 5.53565788 0.22105829 1.24969029]","[-0.55983543 -2.94878983 -0.75098085 -0.29227352 -0.71830916  0.87406063
  0.9189291   3.05047846 -0.87643647  0.72643924 -0.88908195 -1.45193017
 -1.51360321 -0.18945941 -0.6789428 ]","['He' 'was' 'already' 'up' 'and' 'dressed' 'and' 'invited' 'us' 'in' 'for'
 'a' 'cup' 'of' 'tea']"
203,"[ 4.00244951  4.26538324 10.11970425 14.8816452   2.08041191  3.62536073
  0.8644051   0.03576763  3.24270248  2.75356936  1.27555132  3.4733057
  0.07182711  0.39924935  1.44697189]","[6.00220728 4.93948746 3.99131179 6.14812136 5.26048946 1.50905943
 3.5588727  0.30301389 4.74304819 5.47480679 4.61965752 4.87519741
 0.44229668 2.08660936 5.50475216]","[-1.99975777 -0.67410421  6.12839222  8.73352432 -3.18007755  2.1163013
 -2.69446754 -0.26724628 -1.50034571 -2.72123742 -3.3441062  -1.40189171
 -0.37046957 -1.68736005 -4.05778027]","['I' 'know' 'Richard' 'drinks' 'a' 'little' 'too' 'much' 'and' 'has' 'a'
 'bit' 'of' 'a' 'temper']"
204,"[4.64992952 4.79640818 3.10813951 1.02528191 2.49074006 6.49767351
 0.0996737  0.47889167 2.2456255  5.84947348 1.00548685 0.45678419
 1.62551248 2.7676816  5.51035738]","[6.00220728 3.10013056 5.39237213 3.95893431 6.83410406 2.93230271
 0.45769802 2.76748824 5.35049343 1.5815469  3.67814016 1.90410662
 4.65262032 5.71400356 4.46929407]","[-1.35227776  1.69627762 -2.28423262 -2.9336524  -4.34336376  3.5653708
 -0.35802433 -2.28859663 -3.10486794  4.26792669 -2.6726532  -1.44732237
 -3.02710772 -2.94632196  1.04106331]","['If' 'this' 'were' 'a' 'movie' 'instead' 'of' 'a' 'book' 'this' 'would'
 'be' 'a' 'good' 'bit']"
205,"[7.94412661 5.54020214 5.62125969 3.86164069 1.57702482 8.77895546
 0.71297681 4.1114769  0.03032281 3.21524429 2.81062508 2.93934441
 0.21460453 2.44331646 2.5243187 ]","[6.00220728 6.96687365 6.07066822 5.45256042 4.50972939 6.53806114
 3.02138567 3.70339918 0.27239844 2.58520246 4.56315994 2.7050128
 1.24207342 3.36650991 2.82025313]","[ 1.94191933 -1.4266715  -0.44940853 -1.59091973 -2.93270445  2.24089432
 -2.30840874  0.40807772 -0.24207564  0.63004184 -1.75253487  0.23433161
 -1.02746892 -0.92319345 -0.29593444]","['James' 'was' 'only' 'in' 'the' 'cell' 'for' 'an' 'hour' 'but' 'it'
 'felt' 'like' 'a' 'week']"
