id,surprisal,entropy,deviation,tokens
188,"[ 9.79844284 10.18151379  5.09079456  3.84156442  0.48193854  3.02371144
  5.9893074   0.47039062  2.12481833  2.34267974  1.81312692  3.96623611
  1.57264638]","[7.0105648  7.22964859 4.96177006 3.26482773 2.82268143 4.90526199
 3.70486069 1.41593349 4.92654419 3.32377601 2.8726635  2.76683903
 2.69138527]","[ 2.78787804  2.9518652   0.12902451  0.57673669 -2.34074283 -1.88155055
  2.28444672 -0.94554287 -2.80172586 -0.98109627 -1.05953658  1.19939709
 -1.11873889]","['Andy' 'felt' 'good' 'when' 'he' 'got' 'ready' 'to' 'go' 'out' 'on'
 'Saturday' 'night']"
189,"[10.19297028 11.35178757  1.56168842  0.73474449  0.19259082  2.68432665
  4.5779233   4.87345028  1.59202087  1.60312891  4.05258751  1.7848897
  4.85577774]","[7.0105648  6.73674774 3.95581198 3.90050745 1.45146322 2.86989069
 5.63396168 2.81709552 3.89597583 2.95752168 4.87361431 3.16445804
 3.80938005]","[ 3.18240547  4.61503983 -2.39412355 -3.1657629  -1.25887239 -0.18556404
 -1.05603838  2.05635476 -2.30395508 -1.35439277 -0.8210268  -1.37956834
  1.04639769]","['Billy' 'knocked' 'on' 'the' 'door' 'and' 'waited' 'till' 'he' 'was'
 'told' 'to' 'enter']"
190,"[ 8.87198639 10.18105888  3.78507924  1.14200401  6.61936808  0.74496847
  0.65811157  5.80381966  1.85930288  5.21905327  5.49721193  1.68431485
  9.81167698]","[7.0105648  7.08518744 1.82171845 2.40897322 5.88522387 1.50097287
 3.61288595 7.72582054 3.85646105 5.60334873 3.25247693 2.21623111
 5.12542391]","[ 1.86142159  3.09587145  1.96336079 -1.2669692   0.73414421 -0.75600439
 -2.95477438 -1.92200089 -1.99715817 -0.38429546  2.244735   -0.53191626
  4.68625307]","['Bob' 'sat' 'at' 'the' 'entrance' 'to' 'the' 'warehouse' 'and' 'made'
 'up' 'a' 'cigarette']"
191,"[9.05968475 9.9350872  0.66237468 3.8110292  3.93269873 3.42169976
 1.65131652 1.87351513 3.07088518 1.22824359 3.93641925 1.82347131
 1.72957408]","[7.0105648  7.23716736 2.37832975 1.56161392 2.87257147 6.03953934
 5.67334461 3.0918715  5.77722836 4.39967537 5.75354195 3.15982485
 4.59525299]","[ 2.04911995  2.69791985 -1.71595502  2.2494154   1.06012726 -2.61783957
 -4.02202797 -1.21835637 -2.70634317 -3.17143178 -1.8171227  -1.33635354
 -2.86567879]","['Brian' 'sat' 'down' 'at' 'an' 'empty' 'table' 'and' 'began' 'to' 'eat'
 'his' 'breakfast']"
192,"[5.88272142 5.92123222 0.02701824 6.74994898 7.22054529 1.18809462
 5.80950499 6.91984558 5.28107071 1.51517022 1.73048937 8.59605789
 0.98729336]","[7.0105648  4.23788834 0.24699828 1.69038522 6.0563097  3.728158
 4.97889042 3.02043486 4.54846478 4.97041607 2.98339105 6.43755817
 2.8340497 ]","[-1.12784338  1.68334389 -0.21998003  5.05956364  1.16423559 -2.54006338
  0.83061457  3.89941072  0.73260593 -3.45524597 -1.25290167  2.15849972
 -1.84675634]","['One' 'by' 'one' 'she' 'placed' 'her' 'teeth' 'about' 'their' 'necks'
 'and' 'killed' 'them']"
193,"[ 3.27810335 13.21846771 10.27583122  5.55833197  0.8853116   0.31585056
  2.26070499  0.7175355   5.15633488  2.41619706  4.6609602   1.21339774
  7.86090326]","[7.0105648  8.55312252 3.91266966 4.03031111 3.01488304 0.81410658
 2.35271597 3.8029089  5.64236689 3.44764233 2.87227249 2.20069861
 3.0562973 ]","[-3.73246145  4.66534519  6.36316156  1.52802086 -2.12957144 -0.49825603
 -0.09201097 -3.0853734  -0.48603201 -1.03144526  1.78868771 -0.98730087
  4.80460596]","['The' 'shout' 'caught' 'him' 'off' 'guard' 'and' 'he' 'fell' 'back' 'a'
 'little' 'way']"
194,"[5.94910097 7.55867195 1.96811306 1.41787636 1.3908205  1.56574476
 5.69653988 5.88576412 6.30144215 4.63606071 8.60307312 9.33982182
 0.27204651 0.21048239]","[7.0105648  5.27907896 3.07492447 2.73747349 4.61465502 3.13451719
 5.66252804 4.1036334  1.15718126 2.88779354 4.47663355 7.38796425
 1.44984174 1.13936532]","[-1.06146383  2.27959299 -1.1068114  -1.31959713 -3.22383451 -1.56877244
  0.03401184  1.78213072  5.14426088  1.74826717  4.12643957  1.95185757
 -1.17779517 -0.92888296]","['He' 'rose' 'from' 'his' 'seat' 'and' 'stopped' 'mid' 'way' 'when' 'Joe'
 'glared' 'at' 'him']"
195,"[ 5.94910097  7.18325996  6.41634083  4.44694901  3.42112279  1.78368425
  0.7542882   4.76995897  1.19850278  5.5238719   1.1207149  10.12193489
  7.00329399  0.60208678]","[7.0105648  5.27907896 3.76230812 6.09236288 3.47470903 3.21176314
 1.69903469 4.82846117 2.80588126 5.36309195 2.79677534 3.57057571
 1.94879091 1.49478805]","[-1.06146383  1.904181    2.65403271 -1.64541388 -0.05358624 -1.42807889
 -0.94474649 -0.0585022  -1.60737848  0.16077995 -1.67606044  6.55135918
  5.05450296 -0.89270127]","['He' 'sat' 'his' 'son' 'up' 'on' 'the' 'table' 'and' 'laid' 'his' 'belt'
 'beside' 'him']"
196,"[5.37759018 4.05911827 3.64768314 4.54519081 5.8444581  2.10896659
 1.7749927  6.61344981 6.36501455 2.35394669 0.15246879 0.64851284
 1.39856315 1.79561567]","[7.01056337 3.07663679 4.32088995 4.44685173 2.5375061  2.99329019
 5.25341845 0.30373904 4.89426565 2.58066058 0.7089318  2.1234374
 3.16613388 3.87075973]","[-1.63297319  0.98248148 -0.67320681  0.09833908  3.306952   -0.8843236
 -3.47842574  4.87258101  1.4707489  -0.2267139  -0.556463   -1.47492456
 -1.76757073 -2.07514405]","['If' 'I' 'have' 'time' 'at' 'the' 'end' ""I'll"" 'fill' 'you' 'in' 'on'
 'what' 'happened']"
197,"[10.09328461 13.5507679   1.25556982  0.92182386  2.23621893  5.34638023
  2.02287292  0.57736695  4.46382761  2.8890779   0.64713228  0.04340704
  2.65280843  6.35111046]","[7.0105648  6.83465385 3.64881635 3.72363019 2.92670536 5.92349339
 2.37764764 1.54850864 5.00817966 3.39055729 2.23146868 0.28491458
 1.72759295 6.71266651]","[ 3.0827198   6.71611404 -2.39324665 -2.80180645 -0.69048643 -0.57711315
 -0.35477471 -0.9711417  -0.54435205 -0.50147939 -1.5843364  -0.24150755
  0.92521548 -0.36155605]","['Henry' 'washed' 'his' 'hands' 'and' 'sat' 'on' 'the' 'seat' 'in' 'front'
 'of' 'the' 'stove']"
198,"[3.27810335 6.74524736 3.25961995 7.04485941 1.8080585  0.21693411
 1.99474788 3.74734807 0.71277797 5.91388655 0.25580236 1.24282885
 3.99073672 8.86442184]","[7.0105648  8.55312252 5.12309933 4.02098083 3.96747541 1.12777066
 1.27074766 2.02065086 2.57682037 5.13119459 1.24192524 3.76137137
 5.80253363 5.22468519]","[-3.73246145 -1.80787516 -1.86347938  3.02387857 -2.15941691 -0.91083658
  0.72400022  1.72669721 -1.8640424   0.78269196 -0.98612285 -2.51854253
 -1.8117969   3.63973665]","['The' 'police' 'officer' 'got' 'out' 'of' 'the' 'van' 'and' 'picked' 'up'
 'the' 'two' 'cans']"
199,"[3.27810335 9.3900528  6.72991657 1.2933898  3.01030493 4.52130175
 0.9424367  2.46972609 1.58098269 2.45978832 6.75764084 2.57558656
 1.05818617 0.66673297]","[7.0105648  8.55312252 5.21002293 3.57069826 4.9390831  5.80779552
 4.27354527 6.06030607 2.37298656 3.8910203  5.97303915 2.71671319
 4.21042061 2.34275508]","[-3.73246145  0.83693027  1.51989365 -2.27730846 -1.92877817 -1.28649378
 -3.33110857 -3.59057999 -0.79200387 -1.43123198  0.78460169 -0.14112663
 -3.15223455 -1.67602205]","['The' 'speaker' 'turned' 'to' 'her' 'with' 'a' 'smile' 'and' 'a' 'bow'
 'of' 'his' 'head']"
200,"[6.51351976 2.7207942  5.69504452 3.73724222 6.77474165 3.91244364
 2.53420496 4.07732391 3.64824748 2.79876971 2.76653576 0.80588639
 3.6019907  5.88863277]","[7.0105648  4.95349312 5.07546997 4.54985476 4.54456043 4.40637493
 3.54114342 6.4302063  4.80257702 5.61664104 3.64339781 3.26327848
 5.61499548 3.96304083]","[-0.49704504 -2.23269892  0.61957455 -0.81261253  2.23018122 -0.49393129
 -1.00693846 -2.35288239 -1.15432954 -2.81787133 -0.87686205 -2.45739222
 -2.01300478  1.92559195]","['They' 'say' 'he' 'can' 'breathe' 'fire' 'and' 'kill' 'a' 'man' 'with'
 'a' 'single' 'word']"
201,"[5.94910431 5.24643993 2.37075377 1.43854141 3.28619289 2.74615312
 4.01221752 0.78869534 2.40375519 3.16464472 5.02253819 7.37617111
 0.64001077 2.35759926 1.61152565]","[7.01056337 5.27908039 3.45482707 3.89254808 5.89772415 6.14859486
 3.38803077 3.63580847 4.10370016 4.41551399 5.60227442 4.74967766
 2.41430902 2.35857844 4.68236971]","[-1.06145906e+00 -3.26404572e-02 -1.08407331e+00 -2.45400667e+00
 -2.61153126e+00 -3.40244174e+00  6.24186754e-01 -2.84711313e+00
 -1.69994497e+00 -1.25086927e+00 -5.79736233e-01  2.62649345e+00
 -1.77429819e+00 -9.79185104e-04 -3.07084417e+00]","['He' 'came' 'back' 'to' 'his' 'senses' 'when' 'he' 'heard' 'his' 'dad'
 'stand' 'up' 'to' 'him']"
202,"[5.94910431 2.29470372 5.4291749  5.86763144 2.6171124  6.83928537
 3.31462383 7.98373222 2.81485963 2.75481129 1.68232071 1.40152287
 5.28788805 0.06554222 0.76755977]","[7.01056337 5.27908039 6.43234015 6.39515495 3.47289133 3.71947289
 3.45040941 6.1996069  4.29451036 2.58079672 2.95312405 2.88439035
 5.58377743 0.48406464 1.60153115]","[-1.06145906 -2.98437667 -1.00316525 -0.52752352 -0.85577893  3.11981249
 -0.13578558  1.78412533 -1.47965074  0.17401457 -1.27080333 -1.48286748
 -0.29588938 -0.41852242 -0.83397138]","['He' 'was' 'already' 'up' 'and' 'dressed' 'and' 'invited' 'us' 'in' 'for'
 'a' 'cup' 'of' 'tea']"
203,"[ 3.99972534  3.84400511 10.18223381 13.90376091  1.73770404  4.00307798
  1.46384919  0.04034165  3.07396293  3.52229071  1.33369327  4.25193119
  0.13508755  0.45256731  3.23156142]","[7.01056337 4.81620312 3.72583103 6.17268276 4.79333687 1.19719434
 4.6128974  0.31144384 5.0818119  5.18903399 4.49045801 5.73622036
 0.73075104 2.63386393 6.5514307 ]","[-3.01083803 -0.97219801  6.45640278  7.73107815 -3.05563283  2.80588365
 -3.14904833 -0.27110219 -2.00784898 -1.66674328 -3.15676475 -1.48428917
 -0.59566349 -2.18129659 -3.31986928]","['I' 'know' 'Richard' 'drinks' 'a' 'little' 'too' 'much' 'and' 'has' 'a'
 'bit' 'of' 'a' 'temper']"
204,"[5.37759018 4.35312462 2.99694085 1.11008978 4.05920601 7.03227282
 0.28150794 0.39191934 2.42807293 6.89494848 0.66025949 0.45292079
 1.53748536 3.85937166 7.85881615]","[7.01056337 3.07663679 5.20513821 4.02829027 7.5689621  2.8225739
 1.00229502 2.39183116 5.2669239  1.65274549 3.19636345 1.97869956
 4.54493237 6.2243638  4.66299248]","[-1.63297319  1.27648783 -2.20819736 -2.91820049 -3.50975609  4.20969868
 -0.72078705 -1.99991179 -2.83885098  5.24220276 -2.53610396 -1.52577877
 -3.007447   -2.36499214  3.19582367]","['If' 'this' 'were' 'a' 'movie' 'instead' 'of' 'a' 'book' 'this' 'would'
 'be' 'a' 'good' 'bit']"
205,"[8.23318481 5.50724888 5.7192688  4.27776766 1.64970219 7.78536415
 1.2541095  3.49594021 0.11148318 4.32460785 3.37309694 4.08120632
 0.24323268 2.31002617 4.11204243]","[7.01056337 6.99947166 6.46028566 5.48878574 4.95311642 6.74120903
 3.2829504  3.3551445  0.85489482 2.87067842 5.04382133 2.62385511
 1.50802565 3.9159708  4.80665684]","[ 1.22262144 -1.49222279 -0.74101686 -1.21101809 -3.30341434  1.04415512
 -2.02884102  0.14079571 -0.74341166  1.45392942 -1.67072439  1.45735121
 -1.26479292 -1.60594463 -0.69461441]","['James' 'was' 'only' 'in' 'the' 'cell' 'for' 'an' 'hour' 'but' 'it'
 'felt' 'like' 'a' 'week']"
