id,surprisal,entropy,deviation,tokens
187,"[ 4.22613811  9.55252934  3.00692892  6.44151974  3.73860598 10.58282471
  6.42313576  3.37208629  6.75143957  0.23171732  4.22236252  2.30970836
  2.56272244]","[6.67008591 4.87039661 5.36015511 5.67784977 4.21596766 5.88383007
 6.37037086 5.87579918 5.34819269 1.34374106 3.42229223 4.99274874
 3.74837089]","[-2.44394779  4.68213272 -2.35322618  0.76366997 -0.47736168  4.69899464
  0.05276489 -2.50371289  1.40324688 -1.11202371  0.80007029 -2.68304038
 -1.18564844]","['I' 'mostly' 'just' 'pick' 'a' 'dry' 'white' 'and' 'drink' 'it' 'to'
 'get' 'drunk']"
188,"[9.01843357 9.76755619 5.21264887 3.6906848  0.43013626 2.35454893
 6.94044495 1.12363017 1.35160077 2.1998415  2.75772023 5.04046679
 1.57855117]","[6.67008591 6.69349766 4.66836071 3.22992039 2.21603107 4.82713127
 3.15081048 1.69512224 4.18839455 3.02554345 2.93565226 2.63468933
 2.35083866]","[ 2.34834766  3.07405853  0.54428816  0.46076441 -1.78589487 -2.47258234
  3.78963447 -0.57149208 -2.8367939  -0.82570195 -0.17793202  2.40577745
 -0.77228749]","['Andy' 'felt' 'good' 'when' 'he' 'got' 'ready' 'to' 'go' 'out' 'on'
 'Saturday' 'night']"
189,"[10.14128208 12.2019825   1.71458983  0.59267735  0.3982999   1.59803975
  4.08797264  5.55594063  2.27537084  1.75130916  3.12427187  1.09096408
  2.88395572]","[6.67008591 6.3243618  4.20711517 3.61443806 2.77377725 2.42304134
 5.63504314 2.47475147 4.91072559 2.15975714 4.26371384 2.8810029
 2.66152716]","[ 3.47119617  5.8776207  -2.49252534 -3.0217607  -2.37547731 -0.8250016
 -1.5470705   3.08118916 -2.63535476 -0.40844798 -1.13944197 -1.79003882
  0.22242856]","['Billy' 'knocked' 'on' 'the' 'door' 'and' 'waited' 'till' 'he' 'was'
 'told' 'to' 'enter']"
190,"[8.71029854 9.87543297 2.3728838  0.75267035 6.61039877 0.72437799
 0.40338019 5.90502262 1.77553797 5.32542038 5.4871912  1.43501496
 7.63169861]","[6.67008591 6.4552474  2.90930557 1.69714344 4.77193832 1.43826556
 2.20200825 7.34579182 2.941535   4.56825924 3.07910204 1.77973914
 5.22210026]","[ 2.04021263  3.42018557 -0.53642178 -0.94447309  1.83846045 -0.71388757
 -1.79862809 -1.4407692  -1.16599703  0.75716114  2.40808916 -0.34472418
  2.40959835]","['Bob' 'sat' 'at' 'the' 'entrance' 'to' 'the' 'warehouse' 'and' 'made'
 'up' 'a' 'cigarette']"
191,"[ 8.63119316 10.61424828  0.86897218  3.05879211  4.76692581  2.19939542
  0.8219319   1.90102363  2.23980737  0.79342926  3.63519263  1.81816292
  3.12073827]","[6.67008591 7.05304146 2.67102575 1.74492919 2.30380368 5.42971897
 3.76306105 2.82803726 5.3090539  3.67721605 5.20005131 2.8112371
 4.87898922]","[ 1.96110725  3.56120682 -1.80205357  1.31386292  2.46312213 -3.23032355
 -2.94112921 -0.92701364 -3.06924653 -2.88378668 -1.56485868 -0.99307418
 -1.75825095]","['Brian' 'sat' 'down' 'at' 'an' 'empty' 'table' 'and' 'began' 'to' 'eat'
 'his' 'breakfast']"
192,"[5.60490036 6.4904213  0.03277745 5.68760014 5.88123512 1.43258667
 7.55784178 6.82303238 6.60424995 5.79942465 1.16051078 6.84660625
 0.39396814]","[6.67008591 3.2393527  0.2496855  1.26629722 6.17306185 3.665241
 4.3799758  2.77484131 3.79748416 5.89720297 1.96861267 6.0962944
 1.69286394]","[-1.06518555  3.25106859 -0.21690805  4.4213028  -0.29182673 -2.23265433
  3.17786598  4.04819107  2.80676579 -0.09777832 -0.80810189  0.75031185
 -1.29889584]","['One' 'by' 'one' 'she' 'placed' 'her' 'teeth' 'about' 'their' 'necks'
 'and' 'killed' 'them']"
193,"[ 2.47909141 12.88322258 10.06809616  3.02344465  0.77494228  0.11567733
  2.29172206  0.8972258   2.93579388  1.73692381  3.3879509   2.25672722
  7.14008427]","[6.67008591 8.37794495 4.77080822 4.35178041 1.96949041 0.45587546
 1.71963906 4.31041431 5.36953545 2.72862577 3.01400661 1.9671576
 2.02184486]","[-4.19099426  4.50527763  5.29728794 -1.32833576 -1.19454813 -0.34019813
  0.572083   -3.41318846 -2.43374157 -0.99170196  0.37394428  0.28956962
  5.1182394 ]","['The' 'shout' 'caught' 'him' 'off' 'guard' 'and' 'he' 'fell' 'back' 'a'
 'little' 'way']"
194,"[5.71849632 8.42645359 1.43582034 2.73011017 1.21059406 1.3774631
 6.7608633  5.24120617 6.59325409 5.51590633 8.90856743 6.68586969
 0.2884658  0.07044164]","[6.67008591 5.28491449 3.1648612  3.79739332 4.28343582 2.77128363
 5.48235035 4.23310566 0.79151589 2.81402779 2.93984222 6.52958775
 1.45569682 0.46158874]","[-0.95158958  3.1415391  -1.72904086 -1.06728315 -3.07284164 -1.39382052
  1.27851295  1.00810051  5.80173826  2.70187855  5.9687252   0.15628195
 -1.16723108 -0.39114711]","['He' 'rose' 'from' 'his' 'seat' 'and' 'stopped' 'mid' 'way' 'when' 'Joe'
 'glared' 'at' 'him']"
195,"[5.71849632 6.66139603 5.66417027 4.30554724 5.99041033 2.55531788
 0.64133549 3.89724159 1.03407848 5.2445507  1.76052022 8.72148705
 6.3456068  0.26018152]","[6.67008591 5.28491449 3.65022898 7.05702066 2.23936939 2.54662418
 1.48852885 4.0988431  2.0702672  5.56942081 2.27559662 4.27752829
 1.88684011 1.00986838]","[-0.95158958  1.37648153  2.01394129 -2.75147343  3.75104094  0.0086937
 -0.84719336 -0.20160151 -1.03618872 -0.32487011 -0.5150764   4.44395876
  4.45876694 -0.74968684]","['He' 'sat' 'his' 'son' 'up' 'on' 'the' 'table' 'and' 'laid' 'his' 'belt'
 'beside' 'him']"
196,"[4.66129875 3.93095398 3.16026831 4.42531395 5.21419287 1.47283804
 0.61896247 7.43209469 6.74674988 0.77334702 0.09458049 0.5644654
 1.79220366 1.6515584 ]","[6.67008591 2.6044445  4.25955391 4.0994978  2.45226979 2.90194035
 2.6859889  0.12494912 4.48503256 2.01732588 0.46496308 2.04879403
 3.10649729 4.05746555]","[-2.00878716  1.32650948 -1.0992856   0.32581615  2.76192307 -1.4291023
 -2.06702638  6.3145752   2.26171732 -1.24397886 -0.37038261 -1.48432863
 -1.31429362 -2.40590715]","['If' 'I' 'have' 'time' 'at' 'the' 'end' ""I'll"" 'fill' 'you' 'in' 'on'
 'what' 'happened']"
197,"[ 9.32404613 14.70731068  1.52254319  0.71664304  1.84658945  4.63792849
  1.85229897  0.24448535  5.99043941  2.90112305  0.25290021  0.0271707
  1.76028836  4.19836712]","[6.67008591 6.26558304 2.71090078 2.55007696 2.78479934 5.8684392
 2.01170444 0.9491092  4.94390011 3.31554389 1.13348866 0.18244421
 1.80821908 5.85553455]","[ 2.65396023  8.44172764 -1.18835759 -1.83343387 -0.93820989 -1.23051071
 -0.15940547 -0.70462382  1.04653931 -0.41442084 -0.88058841 -0.15527351
 -0.04793072 -1.65716743]","['Henry' 'washed' 'his' 'hands' 'and' 'sat' 'on' 'the' 'seat' 'in' 'front'
 'of' 'the' 'stove']"
198,"[2.47909141 7.00112057 2.31708884 8.39387798 2.64793062 0.23174748
 1.14857161 3.16933727 0.78265756 6.41356182 0.1610669  1.06739128
 3.63098526 7.34557533]","[6.67008591 8.37794495 4.91155529 2.91692686 4.63187218 1.15759706
 1.08398414 2.48252702 2.46338367 5.08082104 0.9443987  2.83688545
 6.39548302 4.65630484]","[-4.19099426 -1.37682438 -2.59446645  5.47695112 -1.98394156 -0.92584956
  0.06458747  0.68681026 -1.68072605  1.33274078 -0.78333181 -1.76949418
 -2.76449776  2.6892705 ]","['The' 'police' 'officer' 'got' 'out' 'of' 'the' 'van' 'and' 'picked' 'up'
 'the' 'two' 'cans']"
199,"[ 2.47909141 10.11477089  8.39962482  1.12695146  3.26621962  5.20745707
  0.36067921  2.38349342  1.74417126  1.90233207  5.74804354  2.84866619
  1.87756979  0.05106284]","[6.67008591 8.37794495 3.20407104 3.33967447 4.4410758  5.35428047
 1.9735744  5.74667788 2.02521038 3.55619431 4.74989414 1.85124063
 3.09943199 0.38885871]","[-4.19099426  1.73682594  5.19555378 -2.21272302 -1.17485619 -0.14682341
 -1.61289525 -3.36318445 -0.28103912 -1.65386224  0.99814939  0.99742556
 -1.2218622  -0.33779585]","['The' 'speaker' 'turned' 'to' 'her' 'with' 'a' 'smile' 'and' 'a' 'bow'
 'of' 'his' 'head']"
200,"[6.64001274 2.50123262 5.19268703 3.23532081 7.6157732  1.36619461
 2.52238083 4.92864084 2.27271509 0.8661871  1.05476499 0.81241071
 1.13263297 2.61623573]","[6.67008591 4.70965528 4.48136044 4.18683863 3.74750805 3.87732744
 2.41008615 5.53997278 4.36779881 3.90268493 2.45112753 1.81186366
 4.44248247 4.73009872]","[-0.03007317 -2.20842266  0.7113266  -0.95151782  3.86826515 -2.51113272
  0.11229467 -0.61133194 -2.09508371 -3.03649783 -1.39636254 -0.99945295
 -3.3098495  -2.11386299]","['They' 'say' 'he' 'can' 'breathe' 'fire' 'and' 'kill' 'a' 'man' 'with'
 'a' 'single' 'word']"
201,"[5.71849632 5.36553192 2.79648566 1.62723958 2.9521215  3.42569089
 3.09755731 0.7631861  2.48752975 2.75986528 4.86375523 8.32703114
 0.27062941 2.75882959 3.22099161]","[6.67008591 5.28491449 3.64188242 3.85105753 5.52852917 5.95087337
 3.0151124  3.19723511 3.39782405 3.76144886 4.82385921 3.99634314
 1.4222542  2.28421783 4.56203842]","[-0.95158958  0.08061743 -0.84539676 -2.22381783 -2.57640767 -2.52518249
  0.08244491 -2.43404913 -0.91029429 -1.00158358  0.03989601  4.330688
 -1.1516248   0.47461176 -1.34104681]","['He' 'came' 'back' 'to' 'his' 'senses' 'when' 'he' 'heard' 'his' 'dad'
 'stand' 'up' 'to' 'him']"
202,"[5.71849632 2.32794738 5.58208847 5.78206158 3.31890154 5.71789885
 3.58471966 9.12486172 2.59263945 2.35896206 1.48687363 1.00434124
 3.40786386 0.02444007 0.27371097]","[6.67008591 5.28491449 5.85813475 5.75524282 3.20234537 4.06142902
 2.85716224 5.11673355 3.54274225 2.26745033 2.67290783 2.62086821
 5.34115076 0.20039703 1.11663508]","[-0.95158958 -2.95696712 -0.27604628  0.02681875  0.11655617  1.65646982
  0.72755742  4.00812817 -0.95010281  0.09151173 -1.1860342  -1.61652696
 -1.93328691 -0.17595696 -0.84292412]","['He' 'was' 'already' 'up' 'and' 'dressed' 'and' 'invited' 'us' 'in' 'for'
 'a' 'cup' 'of' 'tea']"
203,"[ 4.22613811  4.34202957 10.06369209 14.24548626  1.46276069  3.75463676
  1.02201974  0.02121693  2.62433481  2.44811893  1.00091815  3.28857136
  0.19799525  0.37590823  2.04857588]","[6.67008591 4.87039661 3.80687046 6.23815298 4.58808851 1.39392018
 3.24154353 0.18982781 4.30299807 4.71564054 4.02831984 5.55886984
 0.77278394 1.84924841 5.41890478]","[-2.44394779 -0.52836704  6.25682163  8.00733376 -3.12532783  2.36071658
 -2.21952391 -0.16861089 -1.67866325 -2.26752162 -3.02740169 -2.27029848
 -0.57478869 -1.47334015 -3.3703289 ]","['I' 'know' 'Richard' 'drinks' 'a' 'little' 'too' 'much' 'and' 'has' 'a'
 'bit' 'of' 'a' 'temper']"
204,"[4.66129875 4.69012928 2.91304421 0.80760562 2.42204714 7.47526836
 0.08420511 0.28092638 2.12456608 5.31573343 0.58680046 0.29726428
 1.21719456 2.92218924 6.30194187]","[6.67008591 2.6044445  4.73309851 3.28214073 6.46408272 1.90356135
 0.41217875 1.50287175 5.68282413 1.17267406 2.56078911 1.48410916
 3.67333746 5.93503571 4.37783718]","[-2.00878716  2.08568478 -1.82005429 -2.47453499 -4.04203558  5.57170677
 -0.32797363 -1.22194541 -3.55825806  4.14305925 -1.97398865 -1.18684483
 -2.4561429  -3.01284647  1.92410469]","['If' 'this' 'were' 'a' 'movie' 'instead' 'of' 'a' 'book' 'this' 'would'
 'be' 'a' 'good' 'bit']"
205,"[7.99647045 5.8134656  5.26671791 3.03827    1.42846251 8.68455505
 0.47335303 3.46975017 0.05349947 3.9295938  2.62961197 2.20403242
 0.13012886 2.36506653 3.94498491]","[6.67008591 6.77445793 5.72089863 5.05390644 4.07113266 6.63048744
 2.41335869 3.5152359  0.4470818  2.3380537  4.53912735 2.72670841
 0.82185006 3.19531202 1.66393936]","[ 1.32638454 -0.96099234 -0.45418072 -2.01563644 -2.64267015  2.05406761
 -1.94000566 -0.04548573 -0.39358234  1.5915401  -1.90951538 -0.52267599
 -0.6917212  -0.83024549  2.28104544]","['James' 'was' 'only' 'in' 'the' 'cell' 'for' 'an' 'hour' 'but' 'it'
 'felt' 'like' 'a' 'week']"
